row_index,datetime,contract,option_type,strike,final_prediction,edge,edge_reason,source,selected_model,quadratic_fit_kind,bandwidth,blend_quadratic_weight,loo_mse,n_train,used_cols
4,07-01-2026 09:35,NIFTY27JAN2625900CE,CE,25900,0.10247989533627164,False,not_edge,same_row_non_edge_quad_kernel,pure_kernel,quadratic,7.5e-06,0.0,2.7278454830701844e-05,12,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2626000CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE
4,07-01-2026 09:35,NIFTY27JAN2626100CE,CE,26100,0.09640568777552384,False,not_edge,same_row_non_edge_quad_kernel,pure_kernel,quadratic,7.5e-06,0.0,2.7278454830701844e-05,12,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2626000CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE
4,07-01-2026 09:35,NIFTY27JAN2623900PE,PE,23900,0.17643518423340349,False,not_edge,same_row_non_edge_quad_kernel,quadratic_kernel_blend,quadratic,3e-05,0.9,1.006921622021764e-06,11,NIFTY27JAN2623800PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625000PE
4,07-01-2026 09:35,NIFTY27JAN2624600PE,PE,24600,0.13748630834997777,False,not_edge,same_row_non_edge_quad_kernel,quadratic_kernel_blend,quadratic,3e-05,0.9,1.006921622021764e-06,11,NIFTY27JAN2623800PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625000PE
4,07-01-2026 09:35,NIFTY27JAN2625100PE,PE,25100,0.10969000000005735,True,edge_no_right_observed,edge_same_row_nearest3_local_quadratic,edge_local_quadratic,quadratic,,1.0,2.14065322203793e-27,3,NIFTY27JAN2625000PE|NIFTY27JAN2624900PE|NIFTY27JAN2624800PE
5,07-01-2026 09:40,NIFTY27JAN2625600CE,CE,25600,0.08628500000000046,False,not_edge,same_row_non_edge_quad_kernel,pure_kernel,quadratic,5e-07,0.0,4.6934500000000076e-06,10,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625700CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE
5,07-01-2026 09:40,NIFTY27JAN2625800CE,CE,25800,0.08734,False,not_edge,same_row_non_edge_quad_kernel,pure_kernel,quadratic,5e-07,0.0,4.6934500000000076e-06,10,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625700CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE
5,07-01-2026 09:40,NIFTY27JAN2625900CE,CE,25900,0.0845,False,not_edge,same_row_non_edge_quad_kernel,pure_kernel,quadratic,5e-07,0.0,4.6934500000000076e-06,10,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625700CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE
5,07-01-2026 09:40,NIFTY27JAN2626200CE,CE,26200,0.0834350000000002,False,not_edge,same_row_non_edge_quad_kernel,pure_kernel,quadratic,5e-07,0.0,4.6934500000000076e-06,10,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625700CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE
5,07-01-2026 09:40,NIFTY27JAN2625100PE,PE,25100,0.11358000000000867,True,edge_no_right_observed,edge_same_row_nearest3_local_quadratic,edge_local_quadratic,quadratic,,1.0,3.862516701133414e-30,3,NIFTY27JAN2625000PE|NIFTY27JAN2624900PE|NIFTY27JAN2624800PE
6,07-01-2026 09:45,NIFTY27JAN2625200CE,CE,25200,0.1454699999993636,True,edge_no_left_observed,edge_same_row_nearest3_local_quadratic,edge_local_quadratic,quadratic,,1.0,3.3113179809314007e-25,3,NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE
6,07-01-2026 09:45,NIFTY27JAN2625900CE,CE,25900,0.09996890843197412,False,not_edge,same_row_non_edge_quad_kernel,quadratic_kernel_blend,quadratic,7.5e-05,0.8,9.044797653649732e-06,11,NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626500CE
6,07-01-2026 09:45,NIFTY27JAN2626400CE,CE,26400,0.08956383676606611,False,not_edge,same_row_non_edge_quad_kernel,quadratic_kernel_blend,quadratic,7.5e-05,0.8,9.044797653649732e-06,11,NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626500CE
6,07-01-2026 09:45,NIFTY27JAN2625000PE,PE,25000,0.11569076952093482,False,not_edge,same_row_non_edge_quad_kernel,pure_quadratic,quadratic,2e-05,1.0,4.112843000461961e-07,13,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE
7,07-01-2026 09:50,NIFTY27JAN2625200CE,CE,25200,0.1366683333328922,True,edge_no_left_observed,edge_same_row_nearest3_local_quadratic,edge_local_quadratic,quadratic,,1.0,4.186010775611398e-26,3,NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625700CE
7,07-01-2026 09:50,NIFTY27JAN2625500CE,CE,25500,0.10993790214385513,False,not_edge,same_row_non_edge_quad_kernel,pure_quadratic,quadratic,1.5e-05,1.0,1.0105690239350194e-05,10,NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626500CE
7,07-01-2026 09:50,NIFTY27JAN2625600CE,CE,25600,0.10634821429168895,False,not_edge,same_row_non_edge_quad_kernel,pure_quadratic,quadratic,1.5e-05,1.0,1.0105690239350194e-05,10,NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626500CE
7,07-01-2026 09:50,NIFTY27JAN2626400CE,CE,26400,0.08824878110359258,False,not_edge,same_row_non_edge_quad_kernel,pure_quadratic,quadratic,1.5e-05,1.0,1.0105690239350194e-05,10,NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626500CE
7,07-01-2026 09:50,NIFTY27JAN2623800PE,PE,23800,0.1760100000000051,True,edge_no_left_observed,edge_same_row_nearest3_local_quadratic,edge_local_quadratic,quadratic,,1.0,1.1943847143111882e-28,3,NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE
7,07-01-2026 09:50,NIFTY27JAN2624500PE,PE,24500,0.14116042985353613,False,not_edge,same_row_non_edge_quad_kernel,quadratic_kernel_blend,quadratic,5e-06,0.925,6.12345396580782e-07,11,NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE
7,07-01-2026 09:50,NIFTY27JAN2624900PE,PE,24900,0.12074347325226244,False,not_edge,same_row_non_edge_quad_kernel,quadratic_kernel_blend,quadratic,5e-06,0.925,6.12345396580782e-07,11,NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624600PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2625000PE|NIFTY27JAN2625100PE
8,07-01-2026 09:55,NIFTY27JAN2625500CE,CE,25500,0.12204360891110369,False,not_edge,same_row_non_edge_quad_kernel,quadratic_kernel_blend,quadratic,0.0001,0.55,2.20531215737126e-05,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE
8,07-01-2026 09:55,NIFTY27JAN2625800CE,CE,25800,0.11138838687803687,False,not_edge,same_row_non_edge_quad_kernel,quadratic_kernel_blend,quadratic,0.0001,0.55,2.20531215737126e-05,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE
8,07-01-2026 09:55,NIFTY27JAN2625900CE,CE,25900,0.10753930354170776,False,not_edge,same_row_non_edge_quad_kernel,quadratic_kernel_blend,quadratic,0.0001,0.55,2.20531215737126e-05,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE
8,07-01-2026 09:55,NIFTY27JAN2624300PE,PE,24300,0.15183937462146702,False,not_edge,same_row_non_edge_quad_kernel,pure_quadratic,quadratic,2e-05,1.0,3.778865306844649e-07,11,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE
8,07-01-2026 09:55,NIFTY27JAN2624700PE,PE,24700,0.13031289553375025,False,not_edge,same_row_non_edge_quad_kernel,pure_quadratic,quadratic,2e-05,1.0,3.778865306844649e-07,11,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE
8,07-01-2026 09:55,NIFTY27JAN2625000PE,PE,25000,0.11511481942930057,False,not_edge,same_row_non_edge_quad_kernel,pure_quadratic,quadratic,2e-05,1.0,3.778865306844649e-07,11,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624600PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE
9,07-01-2026 10:00,NIFTY27JAN2625900CE,CE,25900,0.0999119726373474,False,not_edge,same_row_non_edge_quad_kernel,quadratic_kernel_blend,quadratic,5e-06,0.05,4.581441459274309e-05,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2626000CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE
9,07-01-2026 10:00,NIFTY27JAN2626100CE,CE,26100,0.0952445440229662,False,not_edge,same_row_non_edge_quad_kernel,quadratic_kernel_blend,quadratic,5e-06,0.05,4.581441459274309e-05,11,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625500CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2626000CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE
9,07-01-2026 10:00,NIFTY27JAN2626500CE,CE,26500,0.08801999999999666,True,edge_no_right_observed,edge_same_row_nearest3_local_quadratic,edge_local_quadratic,quadratic,,1.0,2.9248456088760823e-31,3,NIFTY27JAN2626400CE|NIFTY27JAN2626300CE|NIFTY27JAN2626200CE
9,07-01-2026 10:00,NIFTY27JAN2624600PE,PE,24600,0.13766407974771155,False,not_edge,same_row_non_edge_quad_kernel,pure_quadratic,quadratic,2e-05,1.0,3.6406433565384013e-07,12,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE
9,07-01-2026 10:00,NIFTY27JAN2625000PE,PE,25000,0.11724464719838057,False,not_edge,same_row_non_edge_quad_kernel,pure_quadratic,quadratic,2e-05,1.0,3.6406433565384013e-07,12,NIFTY27JAN2623800PE|NIFTY27JAN2623900PE|NIFTY27JAN2624000PE|NIFTY27JAN2624100PE|NIFTY27JAN2624200PE|NIFTY27JAN2624300PE|NIFTY27JAN2624400PE|NIFTY27JAN2624500PE|NIFTY27JAN2624700PE|NIFTY27JAN2624800PE|NIFTY27JAN2624900PE|NIFTY27JAN2625100PE
10,07-01-2026 10:05,NIFTY27JAN2625200CE,CE,25200,0.030363333333184528,True,edge_no_left_observed,edge_same_row_nearest3_local_quadratic,edge_local_quadratic,quadratic,,1.0,1.837584338226579e-25,3,NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE
10,07-01-2026 10:05,NIFTY27JAN2625500CE,CE,25500,0.1055918829636321,False,not_edge,same_row_non_edge_quad_kernel,pure_kernel,quadratic,0.0001,0.0,0.0001076656804639903,11,NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE
10,07-01-2026 10:05,NIFTY27JAN2626300CE,CE,26300,0.09688858594166318,False,not_edge,same_row_non_edge_quad_kernel,pure_kernel,quadratic,0.0001,0.0,0.0001076656804639903,11,NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625600CE|NIFTY27JAN2625700CE|NIFTY27JAN2625800CE|NIFTY27JAN2625900CE|NIFTY27JAN2626000CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE
11,07-01-2026 10:10,NIFTY27JAN2625500CE,CE,25500,0.10480633164242828,False,not_edge,same_row_non_edge_quad_kernel,quadratic_kernel_blend,quadratic,0.0005,0.85,2.1245251771823758e-05,9,NIFTY27JAN2625200CE|NIFTY27JAN2625300CE|NIFTY27JAN2625400CE|NIFTY27JAN2625800CE|NIFTY27JAN2626100CE|NIFTY27JAN2626200CE|NIFTY27JAN2626300CE|NIFTY27JAN2626400CE|NIFTY27JAN2626500CE
